ID;Curr;ISOCountryCode;FinancialCentre;EventDate;EventDayOfWeek;Day;HolidayDate
3495;AWG;AW;Oranjestad;20200102;Thu;New Year's Holiday;02/01/2020
3496;AWG;AW;Oranjestad;20200125;Sat;G.F. Betico Croes Day;25/01/2020
3497;AWG;AW;Oranjestad;20200224;Mon;Carnival;24/02/2020
3498;AWG;AW;Oranjestad;20200318;Wed;National Anthem & Flag Day;18/03/2020
3499;AWG;AW;Oranjestad;20200410;Fri;Good Friday;10/04/2020
3500;AWG;AW;Oranjestad;20200413;Mon;Easter Monday;13/04/2020
3501;AWG;AW;Oranjestad;20200427;Mon;King's Birthday;27/04/2020
3502;AWG;AW;Oranjestad;20200501;Fri;Labour Day;01/05/2020
3503;AWG;AW;Oranjestad;20200521;Thu;Ascension Day;21/05/2020
3874;AZN;AZ;Baku;20171231;Sun;Day of Solidarity;31/12/2017
3875;AZN;AZ;Baku;20180101;Mon;New Year's Day;01/01/2018
3876;AZN;AZ;Baku;20180102;Tue;New Year Holiday;02/01/2018
3877;AZN;AZ;Baku;20180122;Mon;Mourning Day OBS;22/01/2018
3878;AZN;AZ;Baku;20180308;Thu;Women's Day;08/03/2018
3879;AZN;AZ;Baku;20180319;Mon;Novruz Bayram;19/03/2018
3880;AZN;AZ;Baku;20180320;Tue;Novruz Bayram 1;20/03/2018
3881;AZN;AZ;Baku;20180321;Wed;Novruz Bayram 2;21/03/2018
3882;AZN;AZ;Baku;20180322;Thu;Novruz Bayram 3;22/03/2018
3883;AZN;AZ;Baku;20180323;Fri;Novruz Bayram 4;23/03/2018
3884;AZN;AZ;Baku;20180509;Wed;Victory Day;09/05/2018
3885;AZN;AZ;Baku;20180528;Mon;Independence/Republic Day;28/05/2018
3886;AZN;AZ;Baku;20180615;Fri;National Salvation Day;15/06/2018
3887;AZN;AZ;Baku;20180615;Fri;Ramazan*;15/06/2018
3888;AZN;AZ;Baku;20180616;Sat;Ramazan 2*;16/06/2018
3889;AZN;AZ;Baku;20180626;Tue;Armed Forces Day;26/06/2018
3890;AZN;AZ;Baku;20180822;Wed;Gurban Bayram*;22/08/2018
3891;AZN;AZ;Baku;20180823;Thu;Gurban Bayram 2*;23/08/2018
3892;AZN;AZ;Baku;20181109;Fri;National Flag Day;09/11/2018
3893;AZN;AZ;Baku;20181231;Mon;Day of Solidarity;31/12/2018
3894;AZN;AZ;Baku;20190101;Tue;New Year's Day;01/01/2019
3895;AZN;AZ;Baku;20190102;Wed;New Year Holiday;02/01/2019
3896;AZN;AZ;Baku;20190121;Mon;Mourning Day OBS;21/01/2019
3897;AZN;AZ;Baku;20190308;Fri;Women's Day;08/03/2019
3898;AZN;AZ;Baku;20190320;Wed;Novruz Bayram;20/03/2019
3899;AZN;AZ;Baku;20190321;Thu;Novruz Bayram 1;21/03/2019
3900;AZN;AZ;Baku;20190322;Fri;Novruz Bayram 2;22/03/2019
3901;AZN;AZ;Baku;20190323;Sat;Novruz Bayram 3;23/03/2019
3902;AZN;AZ;Baku;20190324;Sun;Novruz Bayram 4;24/03/2019
3903;AZN;AZ;Baku;20190509;Thu;Victory Day;09/05/2019
3904;AZN;AZ;Baku;20190528;Tue;Independence/Republic Day;28/05/2019
3905;AZN;AZ;Baku;20190605;Wed;Ramazan*;05/06/2019
3906;AZN;AZ;Baku;20190606;Thu;Ramazan 2*;06/06/2019
3907;AZN;AZ;Baku;20190617;Mon;National Salvation Day OBS;17/06/2019
3908;AZN;AZ;Baku;20190626;Wed;Armed Forces Day;26/06/2019
3909;AZN;AZ;Baku;20190811;Sun;Gurban Bayram*;11/08/2019
3910;AZN;AZ;Baku;20190812;Mon;Gurban Bayram 2*;12/08/2019
3911;AZN;AZ;Baku;20191111;Mon;National Flag Day OBS;11/11/2019
3912;AZN;AZ;Baku;20191231;Tue;Day of Solidarity;31/12/2019
3913;AZN;AZ;Baku;20200101;Wed;New Year's Day;01/01/2020
3914;AZN;AZ;Baku;20200102;Thu;New Year Holiday;02/01/2020
3915;AZN;AZ;Baku;20200120;Mon;Mourning Day;20/01/2020
3916;AZN;AZ;Baku;20200309;Mon;Women's Day OBS;09/03/2020
3917;AZN;AZ;Baku;20200319;Thu;Novruz Bayram;19/03/2020
3918;AZN;AZ;Baku;20200320;Fri;Novruz Bayram 1;20/03/2020
3919;AZN;AZ;Baku;20200321;Sat;Novruz Bayram 2;21/03/2020
3920;AZN;AZ;Baku;20200322;Sun;Novruz Bayram 3;22/03/2020
3921;AZN;AZ;Baku;20200323;Mon;Novruz Bayram 4;23/03/2020
3922;AZN;AZ;Baku;20200511;Mon;Victory Day OBS;11/05/2020
3923;AZN;AZ;Baku;20200524;Sun;Ramazan*;24/05/2020
3924;AZN;AZ;Baku;20200525;Mon;Ramazan 2*;25/05/2020
3925;AZN;AZ;Baku;20200528;Thu;Independence/Republic Day;28/05/2020
3926;AZN;AZ;Baku;20200615;Mon;National Salvation Day;15/06/2020
3927;AZN;AZ;Baku;20200626;Fri;Armed Forces Day;26/06/2020
3928;AZN;AZ;Baku;20200731;Fri;Gurban Bayram*;31/07/2020
3929;AZN;AZ;Baku;20200801;Sat;Gurban Bayram 2*;01/08/2020
3930;AZN;AZ;Baku;20201109;Mon;National Flag Day;09/11/2020
4438;BAM;BA;Sarajevo;20180101;Mon;New Year's Day;01/01/2018
4439;BAM;BA;Sarajevo;20180102;Tue;New Year's Holiday;02/01/2018
4440;BAM;BA;Sarajevo;20180501;Tue;Labour Day;01/05/2018
4441;BAM;BA;Sarajevo;20180502;Wed;Labour Day Holiday;02/05/2018
4442;BAM;BA;Sarajevo;20190101;Tue;New Year's Day;01/01/2019
4443;BAM;BA;Sarajevo;20190102;Wed;New Year's Holiday;02/01/2019
4444;BAM;BA;Sarajevo;20190501;Wed;Labour Day;01/05/2019
4445;BAM;BA;Sarajevo;20190502;Thu;Labour Day Holiday;02/05/2019
4446;BAM;BA;Sarajevo;20200101;Wed;New Year's Day;01/01/2020
4447;BAM;BA;Sarajevo;20200102;Thu;New Year's Holiday;02/01/2020
4448;BAM;BA;Sarajevo;20200501;Fri;Labour Day;01/05/2020
4449;BAM;BA;Sarajevo;20200502;Sat;Labour Day Holiday;02/05/2020
4587;BBD;BB;Bridgetown;20171130;Thu;Independence Day;30/11/2017
4588;BBD;BB;Bridgetown;20171225;Mon;Christmas Day;25/12/2017
4589;BBD;BB;Bridgetown;20171226;Tue;Boxing Day;26/12/2017
4590;BBD;BB;Bridgetown;20180101;Mon;New Year's Day;01/01/2018
4591;BBD;BB;Bridgetown;20180122;Mon;Errol Barrow Day OBS;22/01/2018
4592;BBD;BB;Bridgetown;20180330;Fri;Good Friday;30/03/2018
4593;BBD;BB;Bridgetown;20180402;Mon;Easter Monday;02/04/2018
4594;BBD;BB;Bridgetown;20180428;Sat;Heroes Day;28/04/2018
4595;BBD;BB;Bridgetown;20180501;Tue;Labour Day;01/05/2018
4596;BBD;BB;Bridgetown;20180521;Mon;Whitmonday;21/05/2018
4597;BBD;BB;Bridgetown;20180801;Wed;Emancipation Day;01/08/2018
4598;BBD;BB;Bridgetown;20180806;Mon;Kadooment Day;06/08/2018
4599;BBD;BB;Bridgetown;20181130;Fri;Independence Day;30/11/2018
4600;BBD;BB;Bridgetown;20181225;Tue;Christmas Day;25/12/2018
4601;BBD;BB;Bridgetown;20181226;Wed;Boxing Day;26/12/2018
4602;BBD;BB;Bridgetown;20190101;Tue;New Year's Day;01/01/2019
4603;BBD;BB;Bridgetown;20190121;Mon;Errol Barrow Day;21/01/2019
4604;BBD;BB;Bridgetown;20190419;Fri;Good Friday;19/04/2019
4605;BBD;BB;Bridgetown;20190422;Mon;Easter Monday;22/04/2019
4606;BBD;BB;Bridgetown;20190429;Mon;Heroes Day OBS;29/04/2019
4607;BBD;BB;Bridgetown;20190501;Wed;Labour Day;01/05/2019
4608;BBD;BB;Bridgetown;20190610;Mon;Whitmonday;10/06/2019
4609;BBD;BB;Bridgetown;20190801;Thu;Emancipation Day;01/08/2019
4610;BBD;BB;Bridgetown;20190805;Mon;Kadooment Day;05/08/2019
4611;BBD;BB;Bridgetown;20191130;Sat;Independence Day;30/11/2019
4612;BBD;BB;Bridgetown;20191225;Wed;Christmas Day;25/12/2019
4613;BBD;BB;Bridgetown;20191226;Thu;Boxing Day;26/12/2019
4614;BBD;BB;Bridgetown;20200101;Wed;New Year's Day;01/01/2020
4615;BBD;BB;Bridgetown;20200121;Tue;Errol Barrow Day;21/01/2020
4616;BBD;BB;Bridgetown;20200410;Fri;Good Friday;10/04/2020
4617;BBD;BB;Bridgetown;20200413;Mon;Easter Monday;13/04/2020
4618;BBD;BB;Bridgetown;20200428;Tue;Heroes Day;28/04/2020
4619;BBD;BB;Bridgetown;20200501;Fri;Labour Day;01/05/2020
4620;BBD;BB;Bridgetown;20200601;Mon;Whitmonday;01/06/2020
4621;BBD;BB;Bridgetown;20200801;Sat;Emancipation Day;01/08/2020
4622;BBD;BB;Bridgetown;20200803;Mon;Kadooment Day;03/08/2020
4998;BDT;BD;Dhaka;20171201;Fri;Eid-e-Milad-un-Nabi*;01/12/2017
4999;BDT;BD;Dhaka;20171216;Sat;Victory Day;16/12/2017
5000;BDT;BD;Dhaka;20171225;Mon;Christmas Day;25/12/2017
5001;BDT;BD;Dhaka;20171231;Sun;Year-end Bank Holiday;31/12/2017
5002;BDT;BD;Dhaka;20180221;Wed;Shahid/Martyrs Day;21/02/2018
5003;BDT;BD;Dhaka;20180317;Sat;Birthday of Father of the Nation;17/03/2018
5004;BDT;BD;Dhaka;20180326;Mon;Independence/National Day;26/03/2018
5005;BDT;BD;Dhaka;20180414;Sat;Bengali New Year;14/04/2018
5006;BDT;BD;Dhaka;20180501;Tue;May Day;01/05/2018
5007;BDT;BD;Dhaka;20180529;Tue;Buddha Purnima*;29/05/2018
5008;BDT;BD;Dhaka;20180608;Fri;Jumat-ul-wida*;08/06/2018
5009;BDT;BD;Dhaka;20180612;Tue;Shab-e-Qadar*;12/06/2018
5010;BDT;BD;Dhaka;20180615;Fri;Eid-ul -Fitr 1*;15/06/2018
5011;BDT;BD;Dhaka;20180616;Sat;Eid-ul Fitr 2*;16/06/2018
5012;BDT;BD;Dhaka;20180701;Sun;Mid-year Bank Holiday;01/07/2018
5013;BDT;BD;Dhaka;20180815;Wed;National Mourning Day;15/08/2018
5014;BDT;BD;Dhaka;20180822;Wed;Eid-ul Azha 1*;22/08/2018
5015;BDT;BD;Dhaka;20180823;Thu;Eid-ul Azha 2*;23/08/2018
5016;BDT;BD;Dhaka;20180824;Fri;Eid-ul Azha 3*;24/08/2018
5017;BDT;BD;Dhaka;20180920;Thu;Ashura (Muharram)*;20/09/2018
5018;BDT;BD;Dhaka;20181120;Tue;Eid-e-Milad-un-Nabi*;20/11/2018
5019;BDT;BD;Dhaka;20181216;Sun;Victory Day;16/12/2018
5020;BDT;BD;Dhaka;20181225;Tue;Christmas Day;25/12/2018
5021;BDT;BD;Dhaka;20181231;Mon;Year-end Bank Holiday;31/12/2018
5022;BDT;BD;Dhaka;20190221;Thu;Shahid/Martyrs Day;21/02/2019
5023;BDT;BD;Dhaka;20190317;Sun;Birthday of Father of the Nation;17/03/2019
5024;BDT;BD;Dhaka;20190326;Tue;Independence/National Day;26/03/2019
5025;BDT;BD;Dhaka;20190414;Sun;Bengali New Year;14/04/2019
5026;BDT;BD;Dhaka;20190501;Wed;May Day;01/05/2019
5027;BDT;BD;Dhaka;20190520;Mon;Buddha Purnima*;20/05/2019
5028;BDT;BD;Dhaka;20190531;Fri;Jumat-ul-wida*;31/05/2019
5029;BDT;BD;Dhaka;20190602;Sun;Shab-e-Qadar*;02/06/2019
5030;BDT;BD;Dhaka;20190605;Wed;Eid-ul -Fitr 1*;05/06/2019
5031;BDT;BD;Dhaka;20190606;Thu;Eid-ul Fitr 2*;06/06/2019
5032;BDT;BD;Dhaka;20190701;Mon;Mid-year Bank Holiday;01/07/2019
5033;BDT;BD;Dhaka;20190811;Sun;Eid-ul Azha 1*;11/08/2019
5034;BDT;BD;Dhaka;20190812;Mon;Eid-ul Azha 2*;12/08/2019
5035;BDT;BD;Dhaka;20190813;Tue;Eid-ul Azha 3*;13/08/2019
5036;BDT;BD;Dhaka;20190815;Thu;National Mourning Day;15/08/2019
5037;BDT;BD;Dhaka;20190910;Tue;Ashura (Muharram)*;10/09/2019
5038;BDT;BD;Dhaka;20191109;Sat;Eid-e-Milad-un-Nabi*;09/11/2019
5039;BDT;BD;Dhaka;20191216;Mon;Victory Day;16/12/2019
5040;BDT;BD;Dhaka;20191225;Wed;Christmas Day;25/12/2019
5041;BDT;BD;Dhaka;20191231;Tue;Year-end Bank Holiday;31/12/2019
5042;BDT;BD;Dhaka;20200221;Fri;Shahid/Martyrs Day;21/02/2020
5043;BDT;BD;Dhaka;20200317;Tue;Birthday of Father of the Nation;17/03/2020
5044;BDT;BD;Dhaka;20200326;Thu;Independence/National Day;26/03/2020
5045;BDT;BD;Dhaka;20200414;Tue;Bengali New Year;14/04/2020
5046;BDT;BD;Dhaka;20200501;Fri;May Day;01/05/2020
5047;BDT;BD;Dhaka;20200507;Thu;Buddha Purnima*;07/05/2020
5048;BDT;BD;Dhaka;20200521;Thu;Shab-e-Qadar*;21/05/2020
5049;BDT;BD;Dhaka;20200522;Fri;Jumat-ul-wida*;22/05/2020
5050;BDT;BD;Dhaka;20200524;Sun;Eid-ul -Fitr 1*;24/05/2020
5051;BDT;BD;Dhaka;20200525;Mon;Eid-ul Fitr 2*;25/05/2020
5052;BDT;BD;Dhaka;20200701;Wed;Mid-year Bank Holiday;01/07/2020
5053;BDT;BD;Dhaka;20200731;Fri;Eid-ul Azha 1*;31/07/2020
5054;BDT;BD;Dhaka;20200801;Sat;Eid-ul Azha 2*;01/08/2020
5055;BDT;BD;Dhaka;20200802;Sun;Eid-ul Azha 3*;02/08/2020
5056;BDT;BD;Dhaka;20200815;Sat;National Mourning Day;15/08/2020
5057;BDT;BD;Dhaka;20200829;Sat;Ashura (Muharram)*;29/08/2020
5058;BDT;BD;Dhaka;20201029;Thu;Eid-e-Milad-un-Nabi*;29/10/2020
5597;BGN;BG;Sofia;20171224;Sun;Christmas Eve;24/12/2017
5598;BGN;BG;Sofia;20171225;Mon;Christmas Day;25/12/2017
5599;BGN;BG;Sofia;20171226;Tue;Christmas Holiday;26/12/2017
5600;BGN;BG;Sofia;20180101;Mon;New Year's Day;01/01/2018
5601;BGN;BG;Sofia;20180303;Sat;National Day;03/03/2018
5602;BGN;BG;Sofia;20180406;Fri;Good Friday (Orthodox);06/04/2018
5603;BGN;BG;Sofia;20180409;Mon;Easter Monday (Orthodox);09/04/2018
5604;BGN;BG;Sofia;20180501;Tue;Labour Day;01/05/2018
5605;BGN;BG;Sofia;20180506;Sun;St. George Day;06/05/2018
5606;BGN;BG;Sofia;20180524;Thu;Day of Bulgarian Culture and Slavonic Script;24/05/2018
5607;BGN;BG;Sofia;20180906;Thu;Unification Day;06/09/2018
5608;BGN;BG;Sofia;20180922;Sat;Independence Day;22/09/2018
5609;BGN;BG;Sofia;20181224;Mon;Christmas Eve;24/12/2018
5610;BGN;BG;Sofia;20181225;Tue;Christmas Day;25/12/2018
5611;BGN;BG;Sofia;20181226;Wed;Christmas Holiday;26/12/2018
5612;BGN;BG;Sofia;20190101;Tue;New Year's Day;01/01/2019
5613;BGN;BG;Sofia;20190303;Sun;National Day;03/03/2019
5614;BGN;BG;Sofia;20190426;Fri;Good Friday (Orthodox);26/04/2019
5615;BGN;BG;Sofia;20190429;Mon;Easter Monday (Orthodox);29/04/2019
5616;BGN;BG;Sofia;20190501;Wed;Labour Day;01/05/2019
5617;BGN;BG;Sofia;20190506;Mon;St. George Day;06/05/2019
5618;BGN;BG;Sofia;20190524;Fri;Day of Bulgarian Culture and Slavonic Script;24/05/2019
5619;BGN;BG;Sofia;20190906;Fri;Unification Day;06/09/2019
5620;BGN;BG;Sofia;20190922;Sun;Independence Day;22/09/2019
5621;BGN;BG;Sofia;20191224;Tue;Christmas Eve;24/12/2019
5622;BGN;BG;Sofia;20191225;Wed;Christmas Day;25/12/2019
5623;BGN;BG;Sofia;20191226;Thu;Christmas Holiday;26/12/2019
5624;BGN;BG;Sofia;20200101;Wed;New Year's Day;01/01/2020
5625;BGN;BG;Sofia;20200303;Tue;National Day;03/03/2020
5626;BGN;BG;Sofia;20200417;Fri;Good Friday (Orthodox);17/04/2020
5627;BGN;BG;Sofia;20200420;Mon;Easter Monday (Orthodox);20/04/2020
5628;BGN;BG;Sofia;20200501;Fri;Labour Day;01/05/2020
5629;BGN;BG;Sofia;20200506;Wed;St. George Day;06/05/2020
5630;BGN;BG;Sofia;20200524;Sun;Day of Bulgarian Culture and Slavonic Script;24/05/2020
5631;BGN;BG;Sofia;20200906;Sun;Unification Day;06/09/2020
5632;BGN;BG;Sofia;20200922;Tue;Independence Day;22/09/2020
5967;BHD;BH;Manama;20171201;Fri;Prophet's Birthday*;01/12/2017
5968;BHD;BH;Manama;20171216;Sat;National Day;16/12/2017
5969;BHD;BH;Manama;20171217;Sun;National Day Holiday;17/12/2017
5970;BHD;BH;Manama;20180101;Mon;New Year's Day;01/01/2018
5971;BHD;BH;Manama;20180501;Tue;Labour Day;01/05/2018
5972;BHD;BH;Manama;20180615;Fri;Eid Al Fiter 1*;15/06/2018
5973;BHD;BH;Manama;20180616;Sat;Eid Al Fiter 2*;16/06/2018
5974;BHD;BH;Manama;20180617;Sun;Eid Al Fiter 3*;17/06/2018
5975;BHD;BH;Manama;20180822;Wed;Eid El Adha 1*;22/08/2018
5976;BHD;BH;Manama;20180823;Thu;Eid El Adha 2*;23/08/2018
5977;BHD;BH;Manama;20180824;Fri;Eid El Adha 3*;24/08/2018
5978;BHD;BH;Manama;20180911;Tue;Al Hijra New Year*;11/09/2018
5979;BHD;BH;Manama;20180920;Thu;Ashoora 1*;20/09/2018
5980;BHD;BH;Manama;20180921;Fri;Ashoora 2*;21/09/2018
5981;BHD;BH;Manama;20181120;Tue;Prophet's Birthday*;20/11/2018
5982;BHD;BH;Manama;20181216;Sun;National Day;16/12/2018
5983;BHD;BH;Manama;20181217;Mon;National Day Holiday;17/12/2018
5984;BHD;BH;Manama;20190101;Tue;New Year's Day;01/01/2019
5985;BHD;BH;Manama;20190501;Wed;Labour Day;01/05/2019
5986;BHD;BH;Manama;20190605;Wed;Eid Al Fiter 1*;05/06/2019
5987;BHD;BH;Manama;20190606;Thu;Eid Al Fiter 2*;06/06/2019
5988;BHD;BH;Manama;20190607;Fri;Eid Al Fiter 3*;07/06/2019
5989;BHD;BH;Manama;20190811;Sun;Eid El Adha 1*;11/08/2019
5990;BHD;BH;Manama;20190812;Mon;Eid El Adha 2*;12/08/2019
5991;BHD;BH;Manama;20190813;Tue;Eid El Adha 3*;13/08/2019
5992;BHD;BH;Manama;20190901;Sun;Al Hijra New Year*;01/09/2019
5993;BHD;BH;Manama;20190910;Tue;Ashoora 1*;10/09/2019
5994;BHD;BH;Manama;20190911;Wed;Ashoora 2*;11/09/2019
5995;BHD;BH;Manama;20191109;Sat;Prophet's Birthday*;09/11/2019
5996;BHD;BH;Manama;20191216;Mon;National Day;16/12/2019
5997;BHD;BH;Manama;20191217;Tue;National Day Holiday;17/12/2019
5998;BHD;BH;Manama;20200101;Wed;New Year's Day;01/01/2020
5999;BHD;BH;Manama;20200501;Fri;Labour Day;01/05/2020
6000;BHD;BH;Manama;20200524;Sun;Eid Al Fiter 1*;24/05/2020
6001;BHD;BH;Manama;20200525;Mon;Eid Al Fiter 2*;25/05/2020
6002;BHD;BH;Manama;20200526;Tue;Eid Al Fiter 3*;26/05/2020
6003;BHD;BH;Manama;20200731;Fri;Eid El Adha 1*;31/07/2020
6004;BHD;BH;Manama;20200801;Sat;Eid El Adha 2*;01/08/2020
6005;BHD;BH;Manama;20200802;Sun;Eid El Adha 3*;02/08/2020
6006;BHD;BH;Manama;20200820;Thu;Al Hijra New Year*;20/08/2020
6007;BHD;BH;Manama;20200829;Sat;Ashoora 1*;29/08/2020
6008;BHD;BH;Manama;20200830;Sun;Ashoora 2*;30/08/2020
6009;BHD;BH;Manama;20201029;Thu;Prophet's Birthday*;29/10/2020
6414;BIF;BI;Bujumbura;20171225;Mon;Christmas Day;25/12/2017
6415;BIF;BI;Bujumbura;20180101;Mon;New Year's Day;01/01/2018
6416;BIF;BI;Bujumbura;20180205;Mon;Unity Day;05/02/2018
6417;BIF;BI;Bujumbura;20180406;Fri;Ntaryamira Day;06/04/2018
6418;BIF;BI;Bujumbura;20180501;Tue;Labour Day;01/05/2018
6419;BIF;BI;Bujumbura;20180510;Thu;Ascension Day;10/05/2018
6420;BIF;BI;Bujumbura;20180615;Fri;Aid el-Fithr*;15/06/2018
6421;BIF;BI;Bujumbura;20180702;Mon;Independence Day OBS;02/07/2018
6422;BIF;BI;Bujumbura;20180815;Wed;Assumption Day;15/08/2018
6423;BIF;BI;Bujumbura;20180822;Wed;Aid al-Adha*;22/08/2018
6424;BIF;BI;Bujumbura;20181013;Sat;Rwagasore Day;13/10/2018
6425;BIF;BI;Bujumbura;20181022;Mon;President Ndadaye Day OBS;22/10/2018
6426;BIF;BI;Bujumbura;20181101;Thu;All Saints' Day;01/11/2018
6427;BIF;BI;Bujumbura;20181225;Tue;Christmas Day;25/12/2018
6428;BIF;BI;Bujumbura;20190101;Tue;New Year's Day;01/01/2019
6429;BIF;BI;Bujumbura;20190205;Tue;Unity Day;05/02/2019
6430;BIF;BI;Bujumbura;20190406;Sat;Ntaryamira Day;06/04/2019
6431;BIF;BI;Bujumbura;20190501;Wed;Labour Day;01/05/2019
6432;BIF;BI;Bujumbura;20190530;Thu;Ascension Day;30/05/2019
6433;BIF;BI;Bujumbura;20190605;Wed;Aid el-Fithr*;05/06/2019
6434;BIF;BI;Bujumbura;20190701;Mon;Independence Day;01/07/2019
6435;BIF;BI;Bujumbura;20190812;Mon;Aid al-Adha*;12/08/2019
6436;BIF;BI;Bujumbura;20190815;Thu;Assumption Day;15/08/2019
6437;BIF;BI;Bujumbura;20191014;Mon;Rwagasore Day OBS;14/10/2019
6438;BIF;BI;Bujumbura;20191021;Mon;President Ndadaye Day;21/10/2019
6439;BIF;BI;Bujumbura;20191101;Fri;All Saints' Day;01/11/2019
6440;BIF;BI;Bujumbura;20191225;Wed;Christmas Day;25/12/2019
6441;BIF;BI;Bujumbura;20200101;Wed;New Year's Day;01/01/2020
6442;BIF;BI;Bujumbura;20200205;Wed;Unity Day;05/02/2020
6443;BIF;BI;Bujumbura;20200406;Mon;Ntaryamira Day;06/04/2020
6444;BIF;BI;Bujumbura;20200501;Fri;Labour Day;01/05/2020
6445;BIF;BI;Bujumbura;20200521;Thu;Ascension Day;21/05/2020
6446;BIF;BI;Bujumbura;20200524;Sun;Aid el-Fithr*;24/05/2020
6447;BIF;BI;Bujumbura;20200701;Wed;Independence Day;01/07/2020
6448;BIF;BI;Bujumbura;20200731;Fri;Aid al-Adha*;31/07/2020
6449;BIF;BI;Bujumbura;20200815;Sat;Assumption Day;15/08/2020
6450;BIF;BI;Bujumbura;20201013;Tue;Rwagasore Day;13/10/2020
6451;BIF;BI;Bujumbura;20201021;Wed;President Ndadaye Day;21/10/2020
6452;BIF;BI;Bujumbura;20201102;Mon;All Saints' Day OBS;02/11/2020
6815;BMD;BM;Hamilton;20171225;Mon;Christmas Day;25/12/2017
6816;BMD;BM;Hamilton;20171226;Tue;Boxing Day;26/12/2017
6817;BMD;BM;Hamilton;20180101;Mon;New Year's Day;01/01/2018
6818;BMD;BM;Hamilton;20180330;Fri;Good Friday;30/03/2018
6819;BMD;BM;Hamilton;20180524;Thu;Bermuda Day;24/05/2018
6820;BMD;BM;Hamilton;20180618;Mon;National Heroes' Day;18/06/2018
6821;BMD;BM;Hamilton;20180802;Thu;Emancipation Day;02/08/2018
6822;BMD;BM;Hamilton;20180803;Fri;Somer's Day;03/08/2018
6823;BMD;BM;Hamilton;20180903;Mon;Labour Day;03/09/2018
6824;BMD;BM;Hamilton;20181112;Mon;Remembrance Day OBS;12/11/2018
6825;BMD;BM;Hamilton;20181225;Tue;Christmas Day;25/12/2018
6826;BMD;BM;Hamilton;20181226;Wed;Boxing Day;26/12/2018
6827;BMD;BM;Hamilton;20190101;Tue;New Year's Day;01/01/2019
6828;BMD;BM;Hamilton;20190419;Fri;Good Friday;19/04/2019
6829;BMD;BM;Hamilton;20190524;Fri;Bermuda Day;24/05/2019
6830;BMD;BM;Hamilton;20190617;Mon;National Heroes' Day;17/06/2019
6831;BMD;BM;Hamilton;20190801;Thu;Emancipation Day;01/08/2019
6832;BMD;BM;Hamilton;20190802;Fri;Somer's Day;02/08/2019
6833;BMD;BM;Hamilton;20190902;Mon;Labour Day;02/09/2019
6834;BMD;BM;Hamilton;20191111;Mon;Remembrance Day;11/11/2019
6835;BMD;BM;Hamilton;20191225;Wed;Christmas Day;25/12/2019
6836;BMD;BM;Hamilton;20191226;Thu;Boxing Day;26/12/2019
6837;BMD;BM;Hamilton;20200101;Wed;New Year's Day;01/01/2020
6838;BMD;BM;Hamilton;20200410;Fri;Good Friday;10/04/2020
6839;BMD;BM;Hamilton;20200525;Mon;Bermuda Day OBS;25/05/2020
6840;BMD;BM;Hamilton;20200615;Mon;National Heroes' Day;15/06/2020
6841;BMD;BM;Hamilton;20200730;Thu;Emancipation Day;30/07/2020
6842;BMD;BM;Hamilton;20200731;Fri;Somer's Day;31/07/2020
6843;BMD;BM;Hamilton;20200907;Mon;Labour Day;07/09/2020
6844;BMD;BM;Hamilton;20201111;Wed;Remembrance Day;11/11/2020
7127;BND;BN;Bandar Seri Begawan;20171201;Fri;Birthday of Prophet Muhammad*;01/12/2017
7128;BND;BN;Bandar Seri Begawan;20171225;Mon;Christmas;25/12/2017
7129;BND;BN;Bandar Seri Begawan;20171230;Sat;End-of-year Bank Holiday OBS;30/12/2017
7130;BND;BN;Bandar Seri Begawan;20180101;Mon;New Year's Day;01/01/2018
7131;BND;BN;Bandar Seri Begawan;20180216;Fri;Lunar (Chinese) New Year;16/02/2018
7132;BND;BN;Bandar Seri Begawan;20180223;Fri;National Day;23/02/2018
7133;BND;BN;Bandar Seri Begawan;20180414;Sat;Lailat al Miraj (Ascension)*;14/04/2018
7134;BND;BN;Bandar Seri Begawan;20180517;Thu;Ramadan begins*;17/05/2018
7135;BND;BN;Bandar Seri Begawan;20180531;Thu;Anniversary of Royal Brunei Regiment;31/05/2018
7136;BND;BN;Bandar Seri Begawan;20180602;Sat;Revelation of Quran*;02/06/2018
7137;BND;BN;Bandar Seri Begawan;20180615;Fri;Eid  Al  Fitr*;15/06/2018
7138;BND;BN;Bandar Seri Begawan;20180616;Sat;Eid  Al  Fitr 2*;16/06/2018
7139;BND;BN;Bandar Seri Begawan;20180617;Sun;Eid  Al  Fitr 3*;17/06/2018
7140;BND;BN;Bandar Seri Begawan;20180630;Sat;Mid-year Bank Holiday;30/06/2018
7141;BND;BN;Bandar Seri Begawan;20180716;Mon;Birthday of HM the Sultan OBS;16/07/2018
7142;BND;BN;Bandar Seri Begawan;20180822;Wed;Eid  Al  Adha*;22/08/2018
7143;BND;BN;Bandar Seri Begawan;20180911;Tue;Hijri (Islamic) New Year*;11/09/2018
7144;BND;BN;Bandar Seri Begawan;20181120;Tue;Birthday of Prophet Muhammad*;20/11/2018
7145;BND;BN;Bandar Seri Begawan;20181225;Tue;Christmas;25/12/2018
7146;BND;BN;Bandar Seri Begawan;20181231;Mon;End-of-year Bank Holiday;31/12/2018
7147;BND;BN;Bandar Seri Begawan;20190101;Tue;New Year's Day;01/01/2019
7148;BND;BN;Bandar Seri Begawan;20190205;Tue;Lunar (Chinese) New Year;05/02/2019
